description,user_tags,title,license_name,user_nsid,image_extension_original,longitude,image_id,license_url,date_uploaded,date_taken,latitude,image_url,user_nickname,capture_device
"Flood Summer 2008

Flood Summer 2008

Flood Summer 2008","['2008', 'flood', 'waterford', 'wisconsin']",IMGP0222,Attribution-NonCommercial-ShareAlike License,9646839@N08,jpg,,2706722654,http://creativecommons.org/licenses/by-nc-sa/2.0/,1217164996,2008-06-12 20:11:42.0,,http://www.flickr.com/photos/9646839@N08/2706722654/,Vdub144,PENTAX Corporation PENTAX Optio M40
,"['(caminhos)', '70300', 'd70s', 'dslr', 'lonely road', 'nikon', 'paths', 'singapore zoo']",Desolation,Attribution-NonCommercial License,36589851@N02,jpg,,3823143099,http://creativecommons.org/licenses/by-nc/2.0/,1250358938,2009-08-15 13:26:49.0,,http://www.flickr.com/photos/36589851@N02/3823143099/,Sandeep Murali,NIKON CORPORATION NIKON D70s
,"['december', 'england', 'fields', 'floods', 'rain', 'southwest']",Flooded fields from the train,Attribution License,95142644@N00,jpg,-3.100955,8333077301,http://creativecommons.org/licenses/by/2.0/,1357056808,2012-12-28 04:57:12.0,51.014362,http://www.flickr.com/photos/95142644@N00/8333077301/,Ruth and Dave,Canon PowerShot S100
,"['2013', 'cameraphone', 'iphone']","Mississippi River flooding at STL, from McKinley Bridge",Attribution-NonCommercial-ShareAlike License,54169140@N00,jpg,-90.180167,8697893086,http://creativecommons.org/licenses/by-nc-sa/2.0/,1367376156,2013-04-30 16:01:16.0,38.665333,http://www.flickr.com/photos/54169140@N00/8697893086/,chrisfreeland2002,Apple iPhone 4S
"Tan Hill Inn
The Tan Hill Inn is generally recognised as being the highest inn in England at 1,732 feet (528 m) above sea level. The second highest is the Cat and Fiddle Inn, on the A537 road near the Derbyshire/Cheshire county boundary and with an elevation of about 1,690 feet (520 m), though recent measurements dispute Tan Hill's supremacy.[1]

In 1995, the Tan Hill Inn became the first public house in the UK to be granted a licence to hold weddings and civil ceremonies, after new laws were brought in to allow couples to marry in places other than churches or registry offices.[2] The pub once appeared in an advert starring Ted Moult for window fitting company, Everest,[3] and more recently a Vodafone advert.

In May 2007, Kentucky Fried Chicken threatened legal action against the Tan Hill Inn for trademark infringement over the use of the term ""Family Feast"" on the inn's Christmas Day menu. But on 10 May 2007 KFC confirmed that it would not be pursuing the case.[4][5]

Revellers celebrating New Year's Eve at the pub on 31 December 2009 were unable to leave the pub for three days as they were snowed in.[","['arkengarthdale', 'beer', 'hill', 'm', 'moor', 'pub', 'reeth', 'tanhill', 'tents']",TAN HILL BACK VIEW,Attribution-NonCommercial-NoDerivs License,97728003@N00,jpg,-2.146625,2877309298,http://creativecommons.org/licenses/by-nc-nd/2.0/,1222038505,2008-09-20 13:54:23.0,54.458613,http://www.flickr.com/photos/97728003@N00/2877309298/,simontingle74,Panasonic DMC-TZ1
by Bill Waldrop,"['flood', 'high water crossing', 'litter', 'olmos basin park', 'san antonio', 'storm', 'trash']",Downstream of the bridge,Attribution-NonCommercial-ShareAlike License,41801062@N04,jpg,,6227495323,http://creativecommons.org/licenses/by-nc-sa/2.0/,1318195993,2011-10-09 15:22:20.0,,http://www.flickr.com/photos/41801062@N04/6227495323/,NOWCastSA,Nokia N95 8GB
,"['australia', 'flood', 'flooding', 'queensland', 'toowoomba']",There's a table under there somewhere,Attribution-NonCommercial-NoDerivs License,43409681@N07,jpg,,5342339238,http://creativecommons.org/licenses/by-nc-nd/2.0/,1294644918,2011-01-10 14:50:20.0,,http://www.flickr.com/photos/43409681@N07/5342339238/,Tim Swinson | http://timswinson.com,Canon EOS 1000D
carthage,"['ancient city', 'architecture', 'carthage', 'gulf of tunis', 'history', 'phoenician', 'punic', 'tunis', 'tunisia']",قرطاج (carthage),Attribution-NonCommercial-NoDerivs License,42111729@N00,jpg,,6337730805,http://creativecommons.org/licenses/by-nc-nd/2.0/,1321132450,2011-11-08 14:33:37.0,,http://www.flickr.com/photos/42111729@N00/6337730805/,new weird,NIKON CORPORATION NIKON D2X
,"['bridge', 'river', 'seine']",The bridge on the Seine River,Attribution-NoDerivs License,13523064@N03,jpg,,3763715747,http://creativecommons.org/licenses/by-nd/2.0/,1248749337,2009-07-01 18:17:26.0,,http://www.flickr.com/photos/13523064@N03/3763715747/,llee_wu,SIGMA DP2
"This demarcation line divides two lanes of the road to El Arish, a vacation destination in Sinai, Egypt. El Arish, which lies to the east of Cairo, has a sanctuary and resorts.","['dusk lights', 'egypt', 'egyptian highway', 'el arish', 'evening charm', 'highway at dusk', 'highway horizons', 'mediterranean road', 'road to israel', 'two-lane highway']",Road to El Arish,Attribution-NonCommercial-ShareAlike License,55982655@N00,jpg,33.634986,202671711,http://creativecommons.org/licenses/by-nc-sa/2.0/,1154336472,2004-08-01 00:00:00.0,31.087192,http://www.flickr.com/photos/55982655@N00/202671711/,Ghintang,
,"['asheville', 'ashevilleflood', 'flood', 'frenchbroadriver', 'wnc']",when things become reflective,Attribution-NonCommercial-NoDerivs License,35034360258@N01,jpg,,3946223913,http://creativecommons.org/licenses/by-nc-nd/2.0/,1253681575,2009-09-22 10:50:15.0,,http://www.flickr.com/photos/35034360258@N01/3946223913/,moonbird,SONY DSLR-A350
,"['disaster', 'flood', 'personal memories']",RC 1972 Flood 9,Attribution-NoDerivs License,11438926@N00,jpg,,4863166321,http://creativecommons.org/licenses/by-nd/2.0/,1281029051,2010-08-05 10:24:11.0,,http://www.flickr.com/photos/11438926@N00/4863166321/,JoeInSouthernCA,
Wegen des Hochwassers müssen die Schiffe anlegen und Pause machen. // Because of the flood ships have to dock and pause.,"['cologne', 'd5000', 'de', 'deutschland', 'flood', 'fluss', 'germany', 'hochwasser', 'köln', 'nikon', 'nikon d5000', 'rhein', 'rhine', 'river', 'schiff', 'ship', 'sigma', 'sigma 17-70mm f/2.8-4.0 dc macro os']",Zwangspause,Attribution-NonCommercial-ShareAlike License,55155274@N03,jpg,,5389228213,http://creativecommons.org/licenses/by-nc-sa/2.0/,1296028030,2011-01-16 13:25:31.0,,http://www.flickr.com/photos/55155274@N03/5389228213/,Rob-Wei,NIKON CORPORATION NIKON D5000
"After a cold and long winter snow started to melt this week and the Vlatava River started rising. Flood Barrier were put up, but started to be breeched quickly.","['2006', '20060331', 'czech republic', 'flood danger', 'march', 'prague', 'vlatava river']",DSC00010.JPG,Attribution-NonCommercial-ShareAlike License,74937968@N00,jpg,14.418182,121226756,http://creativecommons.org/licenses/by-nc-sa/2.0/,1143895484,2006-03-31 09:32:16.0,50.07565,http://www.flickr.com/photos/74937968@N00/121226756/,otzberg,SONY CYBERSHOT
,['flood'],"Lake in a Parking Lot, Famous Freddie's Roadhouse, Fox Lake",Attribution License,98571742@N00,jpg,-88.177127,2581416283,http://creativecommons.org/licenses/by/2.0/,1213570015,2008-06-14 05:22:54.0,42.379121,http://www.flickr.com/photos/98571742@N00/2581416283/,BluEyedA73,Canon PowerShot SD850 IS
"Gray Rd, Hill End 12th Jan 2011","['2011', 'brisbane', 'flood']","Gray Rd, Hill End 12th Jan 2011",Attribution-NonCommercial-ShareAlike License,21885323@N05,jpg,,5348197810,http://creativecommons.org/licenses/by-nc-sa/2.0/,1294802984,2011-02-10 23:22:33.0,,http://www.flickr.com/photos/21885323@N05/5348197810/,larahsk,Canon EOS 450D
"Los Angeles cruise ship terminal,
Vincent Thomas bridge, and
cranes to load/unload container ships","['2011-04-09 002', 'berth 87', 'blue', 'clouds', 'cruise ship terminal', 'los angeles harbor', 'port of los angeles', 'san pedro, california', 'sky', 'water']","Port of Los Angeles, California",Attribution-NonCommercial-ShareAlike License,26105073@N03,jpg,-118.277306,5614705021,http://creativecommons.org/licenses/by-nc-sa/2.0/,1302662909,2011-04-09 08:17:33.0,33.742684,http://www.flickr.com/photos/26105073@N03/5614705021/,Konabish ~ Greg Bishop,NIKON COOLPIX P100
,"['instagram app', 'iphoneography', 'lo-fi', 'square', 'square format']",Cruising down the road this morning with @hlewhouse,Attribution License,13453737@N00,jpg,-105.28754,8997315766,http://creativecommons.org/licenses/by/2.0/,1370789812,2013-06-09 07:56:52.0,40.048267,http://www.flickr.com/photos/13453737@N00/8997315766/,pescatello,
"Trip to Brazil, 2003. Manaus.","['amazon', 'amazonas', 'brazil', 'commons', 'creative', 'flood', 'flooded', 'negro', 'rio', 'river', 'vilseskogen']",flooded forest in the Amazon,Attribution-NonCommercial License,27632962@N04,jpg,,4165116112,http://creativecommons.org/licenses/by-nc/2.0/,1260153100,2003-07-12 12:33:59.0,,http://www.flickr.com/photos/27632962@N04/4165116112/,Vilseskogen,NIKON E5000
SAMSUNG DIGITAL CAMERA,"['3 july 2007', 'europe trip 2007', 'italy', 'on the road to sardagna', 'trento']",2007-07-03 12.09.17,Attribution-NonCommercial-ShareAlike License,97419169@N00,jpg,11.100718,871893582,http://creativecommons.org/licenses/by-nc-sa/2.0/,1185133451,2007-07-03 12:09:17.0,46.065132,http://www.flickr.com/photos/97419169@N00/871893582/,StretchyBill,Samsung Techwin U-CA 501
"Lake Störmthal, a result of open-cast mining. A pseudo-church reminding us of the villages that were destroyed and flooded for mining.","['amateur football', 'amateur soccer', 'amateurfußball', 'football', 'freundschaftsspiel', 'friendly', 'fußball', 'güldengossa', 'groundhopping', 'kickers markkleeberg', 'leipzig', 'lsv störmthal', 'markkleeberg', 'non-league', 'pre-season', 'soccer', 'störmthal', 'test', 'testspiel', 'vorbereitung']",IMG_5360,Attribution-NonCommercial License,42589835@N03,jpg,,7720473486,http://creativecommons.org/licenses/by-nc/2.0/,1344202923,2012-08-05 17:55:56.0,,http://www.flickr.com/photos/42589835@N03/7720473486/,fchmksfkcb,Canon PowerShot SX20 IS
,"['flood', 'grand forks', 'river', 'water']",more flooding,Attribution-ShareAlike License,12043333@N00,jpg,,123561273,http://creativecommons.org/licenses/by-sa/2.0/,1144210457,2006-04-04 21:14:17.0,,http://www.flickr.com/photos/12043333@N00/123561273/,conner.mccall,
The high water level was about to where my thighs are as I stand to take this picture,"['boulder', 'boulder flood', 'coflood', 'colorado']",A Few Feet Under,Attribution-NonCommercial-ShareAlike License,49409433@N00,jpg,-105.214822,10009244396,http://creativecommons.org/licenses/by-nc-sa/2.0/,1380496873,2013-09-16 15:17:57.0,40.015102,http://www.flickr.com/photos/49409433@N00/10009244396/,tab2space,LGE Nexus 4
"Sunrise at Red Rocks, west of Denver Colorado.

I realized after receiving a few comments, that I should have mentioned that I'm safe and dry. The flooding hasn't impacted me, personally, in Central Denver, though it has obviously been a disaster for many others in the state. I hope that all my friends in other parts of Colorado are safe.","['colorado', 'dawn', 'daybreak', 'landscape', 'light', 'morning', 'morrison', 'red rocks', 'sun', 'sunrise']","Red Dawn, Red Rocks",Attribution-NonCommercial-NoDerivs License,39877441@N05,jpg,-105.205303,9767978906,http://creativecommons.org/licenses/by-nc-nd/2.0/,1379301643,2013-09-01 06:29:07.0,39.665822,http://www.flickr.com/photos/39877441@N05/9767978906/,mclcbooks,Canon EOS 7D
,"['instagram app', 'iphoneography', 'square', 'square format']",“Moderate flooding”,Attribution-NonCommercial-ShareAlike License,9544580@N04,jpg,-118.368443,5282885751,http://creativecommons.org/licenses/by-nc-sa/2.0/,1293038371,2010-12-22 09:19:31.0,34.154882,http://www.flickr.com/photos/9544580@N04/5282885751/,Hutson H,
,"['überschwemmung', 'flood', 'hafen', 'harbor', 'hvar', 'vrboska']",Hafenüberschwemmung in Vrboska,Attribution-NonCommercial-ShareAlike License,30943163@N00,jpg,16.679477,229434413,http://creativecommons.org/licenses/by-nc-sa/2.0/,1156968667,2006-08-21 16:45:43.0,43.178768,http://www.flickr.com/photos/30943163@N00/229434413/,SurfGuard,Panasonic DMC-FX01
"New York City - 8 Nov 2008
Grand Central Terminal","['42nd', '42nd street', 'america', 'amtrak', 'architecture', 'bride', 'building', 'central', 'chrysler', 'chrysler building', 'cipriani', 'clock', 'commuters', 'commuting', 'connecticut', 'dog', 'dress', 'eagle', 'gown', 'grand', 'grand central', 'grand central terminal', 'groom', 'hamptons', 'high', 'hot', 'hot dog', 'hotel', 'landmark', 'lexington', 'lexington ave', 'lexington avenue', 'long island', 'manhattan', 'marble', 'mariage', 'marriage', 'metlife', 'midtown', 'new york', 'new york city', 'ny', 'nyc', 'panam', 'park ave', 'park avenue', 'pershing', 'pershing square', 'rail', 'railroad', 'railtrack', 'railway', 'red', 'sabrett', 'skyscraper', 'square', 'station', 'statue', 'terminal', 'train', 'travel', 'united states', 'upper east side', 'uptown', 'us', 'usa', 'vanderbilt', 'vanderbilt ave', 'vanderbilt avenue', 'wedding']",NYC_Nov08_4384,Attribution-NonCommercial-NoDerivs License,33230654@N08,jpg,-73.977245,3109441144,http://creativecommons.org/licenses/by-nc-nd/2.0/,1229307567,2007-11-09 23:06:27.0,40.752791,http://www.flickr.com/photos/33230654@N08/3109441144/,Herve Boinay,NIKON CORPORATION NIKON D50
"The intense saturated red neon glow of the Komedia entertainment venue, Brighton, reflected on the wet road and and pavement.

A flatbed scan of an inkjet print of a digital photograph.","['brighton', 'glow', 'intense', 'komedia', 'neon', 'pavement', 'red', 'reflection', 'road', 'saturated', 'sidewalk', 'venue', 'wet']",Komedia Red Neon Glow,Attribution License,64097751@N00,jpg,-0.139582,2283374387,http://creativecommons.org/licenses/by/2.0/,1203696686,2008-02-21 15:19:55.0,50.824976,http://www.flickr.com/photos/64097751@N00/2283374387/,Dominic's pics,
"A quick trip around Littlethorpe, Narborough, Cossington and Watermead to check local water levels","['enderby', 'flood', 'leicestershire', 'narborough']",1X0A6111,Attribution-NonCommercial-ShareAlike License,48520501@N02,jpg,,8220646525,http://creativecommons.org/licenses/by-nc-sa/2.0/,1353953273,2012-11-25 00:00:09.0,,http://www.flickr.com/photos/48520501@N02/8220646525/,jimbo0307,Canon EOS 5D Mark III
"Best viewed in Original size (Click on All Sizes)

A few minutes ago the Merrimack police called everyone in town calling
for a voluntary evacuation of Island Road.

Notice the top of the trail sign?","['autostitch', 'flood', 'flooding', 'merrimack', 'mothersday', 'nh', 'pano']",merrimack-flooding-island-rdpano.jpg,Attribution-NonCommercial License,37996583933@N01,jpg,,146454520,http://creativecommons.org/licenses/by-nc/2.0/,1147644491,2006-05-14 15:08:11.0,,http://www.flickr.com/photos/37996583933@N01/146454520/,marcn,
,[],flood pics012,Attribution License,11077573@N07,jpg,-91.237249,4060295773,http://creativecommons.org/licenses/by/2.0/,1256998842,2009-10-30 14:27:10.0,36.582727,http://www.flickr.com/photos/11077573@N07/4060295773/,myboogers,Canon PowerShot A1000 IS
,"['east falls', 'flash flood!!', 'philadelphia', 'schuylkill river']",flood 004,Attribution-NonCommercial-ShareAlike License,17631211@N00,jpg,,184280676,http://creativecommons.org/licenses/by-nc-sa/2.0/,1152303109,2006-06-28 17:40:56.0,,http://www.flickr.com/photos/17631211@N00/184280676/,jpettit,Canon PowerShot SD500
,"['20d', 'bigvern', 'canon', 'colorado', 'crestone', 'crestone needle', 'lake', 'landscape', 'nature', 'south colony lake', 'water', 'wilderness']",Crestone Needle,Attribution-NonCommercial-NoDerivs License,58776235@N00,jpg,-105.561404,2647568873,http://creativecommons.org/licenses/by-nc-nd/2.0/,1215481675,2008-07-06 10:39:13.0,37.964132,http://www.flickr.com/photos/58776235@N00/2647568873/,bigvern,
"Another shot of the outside of the old cafe on top of Constitution Hill, Aberystwyth. With the new cafe now open, I wonder what will become of the place? It would be a shame for such a lovely building to be left at the mercy of the coastal weather. Maybe St Fagans should buy it, and add it to their collection of Welsh history?","['aberwystwyth', 'coast', 'constitution hill', 'north bay', 'sea', 'united kingdom', 'west wales']","The Old Cafe, Constitution Hill",Attribution-NonCommercial-ShareAlike License,52439376@N00,jpg,-4.090948,282074122,http://creativecommons.org/licenses/by-nc-sa/2.0/,1162115217,2006-01-14 11:52:52.0,52.4265,http://www.flickr.com/photos/52439376@N00/282074122/,Stuart Herbert,NIKON CORPORATION NIKON D200
